TargetID,ProbeID,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2,A1,SYMBOL,DEFINITION,GID
ILMN_143966,3069,54.9,76.5,65,65.5,57.5,56.3,65.6,54.2,58.1,54.5,62.1,47.5,51,52.3,53,72.1,scrib,"Drosophila melanogaster scribbled CG5462-RC, transcript variant C (scrib), mRNA.",24650335
ILMN_148623,3072,67.3,69.4,70.2,65.2,73.1,67.3,51.9,56.4,74.9,69.7,56.3,61.8,65.4,62.5,54.7,83,CG10089,"Drosophila melanogaster CG10089-RC, transcript variant C (CG10089), mRNA.",24663857
ILMN_147395,3077,1054.7,1008.5,714.7,1381.6,1479.5,930.3,1259.2,1027.4,1676.9,897.9,1204.6,985,1058.8,1332.2,1069.8,1012.7,mit(1)15,"Drosophila melanogaster CG9900-RB, transcript variant B (mit(1)15), mRNA.",85726365
ILMN_143983,3083,81.9,99.5,94,104.9,104.4,84.6,103.6,81.9,95.7,89.8,83,100.1,77.3,82.1,92.8,118.9,C15,"Drosophila melanogaster C15 CG7937-RA (C15), mRNA.",19549413
ILMN_156851,3085,12074,11534.2,10047.6,16303.2,15061.9,11719.6,12913.7,12792.8,15128.5,11034,15564.9,12968.4,11373.9,13266.2,11954.5,10681.4,chic,"Drosophila melanogaster chickadee CG9553-RD, transcript variant D (chic), mRNA.",45552224
ILMN_154086,3091,3300,3300.2,2458,4234,4790.2,3579.8,3735.3,3597.5,4819.7,2922.4,4178.7,3154.3,3330.2,4342.6,3334.1,3720.8,gbb,"Drosophila melanogaster glass bottom boat CG5562-RA (gbb), mRNA.",19549967
ILMN_142314,3096,285.8,357.8,251,397.7,404.2,260.4,317.8,299.8,359.5,278.6,331.4,291.7,329.3,353.5,314.9,332.6,Nf1,"Drosophila melanogaster Neurofibromin 1 CG8318-RB, transcript variant B (Nf1), mRNA.",45551978
ILMN_143592,3099,361,380.4,291.2,708.8,502.5,192,543,384.4,598.4,203.4,438.7,371.2,252.1,457.2,360,644,Vang,"Drosophila melanogaster Van Gogh CG8075-RA (Vang), mRNA.",24651975
ILMN_155922,3101,287.7,428.1,224.5,455.3,415.5,274.6,407.6,268.5,454.6,218.7,358.7,350.4,253.3,666.1,276.5,409.2,ss,"Drosophila melanogaster spineless CG6993-RA (ss), mRNA.",24647425
ILMN_150127,3105,624.9,539.6,471.2,694.9,565.2,440.6,712.1,622,855.2,552.1,720.2,663.8,570.4,501.2,648.6,587.5,wg,"Drosophila melanogaster wingless CG4889-RB, transcript variant B (wg), mRNA.",24582475
ILMN_157663,3111,6317.3,7365.9,4767.3,5267,5732.1,4692.1,4549.7,6188.4,9357.9,6223.6,7606.6,3815.1,3673.2,5569.4,3722.2,6609.1,sd,"Drosophila melanogaster scalloped CG8544-RC, transcript variant C (sd), mRNA.",45555313
ILMN_152605,3115,836.6,1585.1,1109.1,1952.3,1140.6,771.5,1996.2,1541.5,1249.6,910,2292.3,1449.2,989.2,1833.1,1342.8,1524.1,Tao-1,"Drosophila melanogaster Tao-1 CG14217-RA, transcript variant A (Tao-1), mRNA.",24643297
ILMN_155429,3125,662.1,539.4,314.5,750.6,694,195.6,669.7,532.6,1046.8,339.4,474.9,504.1,412.3,421.6,571.1,512.3,Gli,"Drosophila melanogaster Gliotactin CG3903-RB, transcript variant B (Gli), mRNA.",24584489
ILMN_157241,3126,9636.7,10546.3,8446.5,12772.9,13328.6,9529.6,11950.6,10535.7,15043.8,8327.8,11848.5,10461.8,9795.2,12925.1,10090.2,10559,arm,"Drosophila melanogaster armadillo CG11579-RC, transcript variant C (arm), mRNA.",45551204
ILMN_155007,3132,667.5,873.5,593.8,951.2,843.5,698.9,835.7,669.6,909.1,674.9,756.5,634.5,572.3,857,697.5,864.4,CG7339,"Drosophila melanogaster CG7339-RA (CG7339), mRNA.",24662814
ILMN_139417,3136,70.3,78.4,66.1,55.9,59.2,55.9,57.4,54.3,63.1,73.9,51.1,61.6,60.5,53.7,56.7,57,gcm,"Drosophila melanogaster glial cells missing CG12245-RA (gcm), mRNA.",28574548
ILMN_154615,3137,102.9,133.7,110.3,147,134.4,77.2,115.7,100.1,134.1,99.2,111.8,120.4,97.5,115.9,116.3,135.6,lilli,"Drosophila melanogaster lilliputian CG8817-RA, transcript variant A (lilli), mRNA.",24581289
ILMN_139460,3141,1829.5,2198.6,1596.6,3008.2,2752.2,1705.1,2467.7,1974.3,2954,1768.9,2039.3,1976,1887.2,2153.1,2154.4,2115.9,mod(mdg4),"Drosophila melanogaster modifier of mdg4 CG32491-RQ, transcript variant Q (mod(mdg4)), mRNA.",24648715
ILMN_152048,3144,4854.8,5728.1,4484.6,8590.4,8051.3,5400,7619.1,6638.5,7757.4,5510.7,8081.2,5548.6,4415.1,7685.9,6082.2,6750.3,Pros26,"Drosophila melanogaster Proteasome 26kD subunit CG4097-RA (Pros26), mRNA.",24665429
ILMN_152126,3145,1030.5,930,729.2,1412.8,1303.3,951,1210.8,997.6,1423.9,843.1,1246.5,1024.8,917.1,1223.4,1001.4,1132.6,Shc,"Drosophila melanogaster SHC-adaptor protein CG3715-RA (Shc), mRNA.",24661605
ILMN_147643,3150,65.2,80.3,72,72.6,64.8,55.2,62.4,55.4,63.9,68.9,59.3,63.5,61.9,53.6,64.7,86.9,CAP,"Drosophila melanogaster CAP CG18408-RI, transcript variant I (CAP), mRNA.",24652383
ILMN_141697,3155,1777.4,1737,1138.7,2901.8,2405.7,1518.2,2300.7,1520.8,2603.9,1058.5,1900.2,1954,1575.9,2532.3,1742.7,1945.6,ds,"Drosophila melanogaster dachsous CG17941-RA (ds), mRNA.",24580685
ILMN_146619,3156,91.8,120.9,85.1,102.7,112.3,104.2,92.8,104.3,113.8,111.7,85.9,85.8,90.9,117.4,79.3,104.1,CG11835,"Drosophila melanogaster CG11835-RA (CG11835), mRNA.",24580666
ILMN_158963,3157,1209,1199.5,1017.1,1926.4,1409.9,927.9,1637.9,1152.9,1853.1,780.9,1449.8,1434.6,890.7,1468.8,1328.3,1400,CG30440,"Drosophila melanogaster CG30440-RA (CG30440), mRNA.",24585847
ILMN_152137,3158,4740.1,4987.3,4135.6,7844.1,6820.2,4881.2,6381.8,5021.5,7179,4133.4,6100.8,5154.1,4533.8,5999.7,5177.6,5254,dUTPase,"Drosophila melanogaster Deoxyuridine triphosphatase CG4584-RA, transcript variant A (dUTPase), mRNA.",24583608
ILMN_145995,3160,390.6,765,352.1,775.2,592.4,318.5,644.8,537,720.6,354.9,649.9,464.7,287.5,794.4,449.3,631.6,eya,"Drosophila melanogaster CG9554-RA, transcript variant A (eya), mRNA.",24582245
ILMN_144387,3171,197.1,260.5,334.4,755.3,361.8,206.8,589.6,287.2,351.5,185.1,555.8,475.4,218.5,387.7,407.2,394.6,vkg,"Drosophila melanogaster viking CG16858-RA (vkg), mRNA.",19550210
ILMN_149247,3191,368,466.6,390.9,491.3,500.2,450.6,506.1,390.7,548.5,451.4,512.5,415.7,397.2,446.4,442.8,416,CG18661,"Drosophila melanogaster CG18661-RA (CG18661), mRNA.",28574094
ILMN_158052,3207,2431.9,3624.2,2015,3963.7,3747,2129.5,3507.9,2564.9,4465.1,1798,3370.3,2697.5,2298.9,4379.2,2604.1,3491.8,G-salpha60A,"Drosophila melanogaster G protein s 60A CG2835-RC, transcript variant C (G-salpha60A), mRNA.",24762460
ILMN_153265,3237,228.6,228,293.8,546.7,323.8,133.7,653.5,480.3,510.4,208.2,628.5,453.8,211.9,221.8,468.8,322,ck,"Drosophila melanogaster crinkled CG7595-RA, transcript variant A (ck), mRNA.",24584385
ILMN_147311,3239,235.3,375.2,191.5,439.3,363.4,153.6,347.3,243.9,441.9,216.5,246.8,277.7,225.8,349.6,285.1,332.4,brk,"Drosophila melanogaster brinker CG9653-RA (brk), mRNA.",24640352
ILMN_158038,3245,1391.3,1480.9,1034.6,1948,1758.1,1376.1,1692.4,1159.9,1985,1185.1,1595.6,1327.1,1221.9,1723.4,1334,1531.4,CG12265,"Drosophila melanogaster CG12265-RA (CG12265), mRNA.",24647639
ILMN_147168,3253,67.6,65.6,60.1,61.9,58.6,51.5,59.2,48.8,65.6,63.7,48,56.4,53.7,50.2,55.6,77.6,CG7890,"Drosophila melanogaster CG7890-RA (CG7890), mRNA.",24643210
ILMN_147206,3262,481.3,657.1,401.8,643.1,693.6,452.5,740,538,810.9,396.1,687.1,599.6,474.2,1019.4,513.8,576.1,hep,"Drosophila melanogaster hemipterous CG4353-RB, transcript variant B (hep), mRNA.",24641663
ILMN_154812,3279,63.3,92.5,65.9,64.3,83.6,65.8,62.1,58.7,69.1,71.9,54,55.8,58.9,63.4,56.1,80.2,slp1,"Drosophila melanogaster sloppy paired 1 CG16738-RA (slp1), mRNA.",19550125
ILMN_150347,3280,137.9,131.8,121.5,176.5,147.2,128.3,173,131.7,181.6,125.6,191.8,143.1,130,138.2,160.7,134.8,SMSr,"Drosophila melanogaster SMSr CG32380-RA, transcript variant A (SMSr), mRNA.",24660063
ILMN_156859,3283,1164.9,1275.9,524.5,1287.6,1705.4,829,1038.6,742.1,2259.1,722.2,879.6,905.1,1019.4,1795.5,784.2,836.7,rl,"Drosophila melanogaster CG12559-PB.3 (CG12559), mRNA.",62861947
ILMN_156377,3284,69.7,60.3,67.1,59.7,56.9,60.1,55.6,47.5,60.6,67.9,51.6,60.4,54.5,54,60.4,64.1,bcd,"Drosophila melanogaster bicoid CG1034-RF, transcript variant F (bcd), mRNA.",28573204
ILMN_156014,3290,598.7,614.8,469.4,813.7,860,793.8,671,620.5,839.7,622.5,732.4,562.4,662,839.1,570.2,782.3,CG15618,"Drosophila melanogaster CG15618-RA (CG15618), mRNA.",24643412
ILMN_152809,3293,82.5,86.4,84.7,90.4,91.7,68.9,82.1,79.3,94.1,90,76.1,81.5,73.3,70.8,82.1,105.9,ato,"Drosophila melanogaster atonal CG7508-RA (ato), mRNA.",24645006
ILMN_150344,3294,434.9,376.9,333.7,714.1,608.8,342.5,578.8,445.3,646.7,366.9,576.8,486.4,373.2,445,502.8,518.6,CG16868,"Drosophila melanogaster CG16868-RA (CG16868), mRNA.",24656141
ILMN_148479,3295,59,65.6,64.2,59.2,60,54.7,66.1,52.8,63.3,69.7,54.1,52.2,58.1,53.1,54.5,75.1,upd3,"Drosophila melanogaster unpaired 3 CG33542-PA (upd3) mRNA, complete cds.",62473820
ILMN_143124,3305,165.3,222.2,113.7,166.9,248.8,98.5,159.4,124.1,308,127.3,160.4,133.9,147.7,203.4,134.8,117.1,puc,"Drosophila melanogaster puckered CG7850-RA (puc), mRNA.",24644971
ILMN_147161,3314,337.7,579.6,258.5,485.4,561.4,303.9,500.4,348.9,656.1,283,537.1,300.1,269.9,889.7,300.3,386.9,Med,"Drosophila melanogaster Medea CG1775-RA, transcript variant A (Med), mRNA.",24651680
ILMN_146372,3315,4165.9,3766.5,3461.3,6467.8,6283.5,4379.5,5415.4,5246.7,6155.9,3489.9,5953.8,4533.3,4087,5644.1,4666.3,5866.7,l(1)G0022,"Drosophila melanogaster lethal (1) G0022 CG8231-RA (l(1)G0022), mRNA.",24642272
ILMN_141010,3318,837.7,851.2,649.1,999.2,1170.8,1120.2,903.5,793.8,1139.8,848.7,1010.1,820.5,817.9,1225.6,798.1,991.9,CG4036,"Drosophila melanogaster CG4036-RA (CG4036), mRNA.",24583139
ILMN_139704,3330,58.1,63,65.1,55.2,55.4,51.7,57.8,49.6,60.6,63.3,52.7,54.1,48.2,57.9,52.1,78.3,Aplip1,"Drosophila melanogaster APP-like protein interacting protein 1 CG1200-RA, transcript variant A (Aplip1), mRNA.",24655004
ILMN_141076,3338,79.5,101,82.8,81.8,94.3,68.3,84.8,70.2,124.7,72.7,95.1,75.2,71.7,92.2,67.5,96.7,kn,"Drosophila melanogaster knot CG10197-RA (kn), mRNA.",45549260
ILMN_147888,3340,58.2,70.4,69.9,58.4,56.9,58.3,57,53,61.1,68.4,54.6,62.5,60.1,57.3,57.6,73.4,CG17362,"Drosophila melanogaster CG17362-RA (CG17362), mRNA.",24663999
ILMN_141385,3346,71.5,81.3,74.6,71.6,77.5,67.8,75.2,65.2,79.2,65.1,61.8,70.1,65.4,67.4,74.7,89.4,unpg,"Drosophila melanogaster unplugged CG1650-RA (unpg), mRNA.",19550203
ILMN_153265,3347,406.1,553.8,284.3,712.8,478.8,210.7,571.6,445.5,729,290.4,488,423.2,298.6,461,435.6,557.3,ck,"Drosophila melanogaster crinkled CG7595-RA, transcript variant A (ck), mRNA.",24584385
ILMN_152435,3348,1425.6,1633.8,1095.5,2674.1,2009.2,1030.8,2119.7,1429.7,2546.6,1042.7,1883.4,1630.2,1113.7,1805.9,1620.8,1941,Ras85D,"Drosophila melanogaster Ras oncogene at 85D CG9375-RA (Ras85D), mRNA.",24645385
ILMN_156240,3354,552,561.2,418.1,648,832.2,696.8,537.4,486.1,626,628.7,622.3,440.4,538.1,662,474,611.1,sty,"Drosophila melanogaster sprouty CG1921-RB, transcript variant B (sty), mRNA.",24656838
ILMN_157987,3363,181.6,193.2,132.4,246.6,211.4,78.2,222.3,154.8,274.9,104.8,136.9,198.4,162.1,142.1,193.5,189.8,rn,"Drosophila melanogaster rotund CG32466-RB, transcript variant B (rn), mRNA.",45553300
ILMN_143438,3366,4130.7,4796.4,4000.3,5002.5,6725.2,5419.9,5915.9,4775.8,6057.4,4422.5,6535.2,4894.3,5047.2,6628.7,4534.1,3704.9,ed,"Drosophila melanogaster echinoid CG12676-RA (ed), mRNA.",24581577
ILMN_146569,3370,254.8,203.5,255.8,446.6,357.7,264.3,411.5,267.2,362.3,208.7,370,320.1,236.5,318.6,365.2,324.4,amd,"Drosophila melanogaster methyl dopa-resistant CG10501-RB, transcript variant B (amd), mRNA.",24585134
ILMN_141985,3375,155.1,182.3,129.2,201.5,216.8,140,189.7,157,231.6,127.1,218.6,151.2,134.5,245.1,141.8,186.8,dlg1,"Drosophila melanogaster discs large 1 CG1725-RF, transcript variant F (dlg1), mRNA.",24641277
ILMN_157160,3377,1497.5,1886.4,1149.3,2301,2135.2,1608.7,1941,1473.8,2485.8,1397.1,1973.3,1577.7,1534.6,2246.1,1769.6,1547.1,trr,"Drosophila melanogaster trithorax-related CG3848-RD, transcript variant D (trr), mRNA.",45551203
ILMN_153584,3380,71.1,78.1,75.9,75.2,81.3,63.6,71.1,57.4,70.1,72.9,67.4,64.6,71.7,72.6,57.9,92.5,vas,"Drosophila melanogaster vasa CG3506-RA (vas), mRNA.",45550980
ILMN_146945,3381,1548.6,2101.2,1441.1,2620,2227.4,1768.2,2234.5,1984.3,2399.1,1721.4,2430.5,1711.4,1404.4,2279.3,1920,1876.6,CG1621,"Drosophila melanogaster CG1621-RA (CG1621), mRNA.",24586267
ILMN_145074,3392,4566.7,6172.6,5436,8844.9,6207.2,4942,8991.4,7477.2,6017.1,5081.5,9319.4,6816.6,5201.5,6744.4,7504.8,7341.7,CG1910,"Drosophila melanogaster CG1910-RD, transcript variant D (CG1910), mRNA.",24651734
ILMN_158759,3393,1201,1337.5,632.4,1200.4,1596.6,1372.5,996.4,928.1,1691.7,1047.1,1078.2,835.6,1085.3,1612.1,807.4,1247.2,Chi,"Drosophila melanogaster Chip CG3924-RB, transcript variant B (Chi), mRNA.",24762510
ILMN_154057,3397,3602.6,4208.4,3052.8,6560.4,5158.2,3765.2,4990.8,4663.9,5922.7,3569.6,4991.1,3977.9,2845.8,5436.4,4031,5865.5,CG11642,"Drosophila melanogaster CG11642-RC, transcript variant C (CG11642), mRNA.",24638998
ILMN_152837,3399,797.9,886.4,607.4,1091,1066.6,761.1,972,735.6,1233.4,776.4,996.1,799.7,729.2,899.2,795.1,952.4,Ilk,"Drosophila melanogaster Integrin linked kinase CG10504-RA (Ilk), mRNA.",24667932
ILMN_140927,3420,59.7,72.7,66.9,62.2,60.7,57.9,62.2,52.4,63.6,69.6,54,58.9,52.8,57.5,62.8,77.6,CG15057,"Drosophila melanogaster CG15057-RA (CG15057), mRNA.",24642991
ILMN_156714,3429,874.7,736.2,553.4,963.9,1274.3,767.1,829.4,861.3,1181.3,679,808.2,601.8,812.8,965.4,737.5,850.7,dm,"Drosophila melanogaster diminutive CG10798-RA (dm), mRNA.",24639495
ILMN_145265,3433,2994.9,2956.4,2095.8,4225,3667.9,3286.3,3100.3,2934.3,3993.4,2704.1,3591.7,2597.3,2431.2,3423.6,2608.1,3570.2,CG5390,"Drosophila melanogaster CG5390-RA (CG5390), mRNA.",24583336
ILMN_148724,3435,85.4,87.4,97.9,130.1,92.1,78.2,113.4,98.9,90.1,89,121.6,107.9,67.7,82.5,108.6,121.5,Idgf2,"Drosophila melanogaster Imaginal disc growth factor 2 CG4475-RA (Idgf2), mRNA.",24584610
ILMN_139597,3440,179.1,206.4,133.2,195.8,193.8,156.2,203.4,146.5,244,170.6,176.4,179,142.5,204.4,176.6,176.2,CG8152,"Drosophila melanogaster CG8152-RA (CG8152), mRNA.",24653820
ILMN_150957,3448,491.8,536.6,339.1,494.2,766.2,317.8,748.6,533.9,891.1,313.5,611.4,526.3,475.1,676.8,552.8,330.3,brat,"Drosophila melanogaster brain tumor CG10719-RB, transcript variant B (brat), mRNA.",19549883
ILMN_154572,3453,77.3,100.8,99.1,111.6,97.4,82.2,103.4,86.1,88.7,86.1,93,113.9,80.1,103.1,96.9,113.3,Tig,"Drosophila melanogaster Tiggrin CG11527-RA (Tig), mRNA.",24582215
ILMN_157924,3461,194.3,170.5,113,147.7,226.8,156.6,143.1,125.4,237.3,163.2,133.7,135.8,193.7,142.7,154.3,138.2,ptc,"Drosophila melanogaster patched CG2411-RA (ptc), mRNA.",45549167
ILMN_151893,3463,144.1,226,130.1,197.2,142.7,146.6,178,160.9,200,167.7,177.9,155.5,104.9,186.1,154,192,dy,"Drosophila melanogaster dusky CG9355-RA (dy), mRNA.",24641389
ILMN_149207,3465,60.5,75.1,65.5,57,70.4,52.6,57,51,61.8,68.6,52.3,57.4,54.5,54.4,56.7,65,sala,"Drosophila melanogaster spalt-adjacent CG4922-RA (sala), mRNA.",24583687
ILMN_149798,3468,3468.6,4472,3095.6,6915.9,5178.9,3213.9,5155.5,4608.3,5649.3,2925.7,5103.7,4093.3,2969,5371.2,4130.6,6022.4,Tudor-SN,"Drosophila melanogaster Tudor-SN CG7008-RA (Tudor-SN), mRNA.",24654661
ILMN_146038,3470,74.1,66.8,65.6,63.5,68.2,61.2,64,48,62.3,71.8,58.2,64.9,56.6,52.1,60.8,92.8,tll,"Drosophila melanogaster tailless CG1378-RA (tll), mRNA.",62484186
ILMN_155518,3478,1273.8,1416.9,856.2,1627.6,1840.9,1195.6,1264.8,1213.3,1772.7,1296.5,1360.4,1040.2,1091.5,1345.7,1028.3,1304.4,Dl,"Drosophila melanogaster Delta CG3619-RB, transcript variant B (Dl), mRNA.",24648165
ILMN_151911,3479,1224.9,1521.5,1134.7,2234.2,1696,1251.3,1986.4,1563.3,1924.5,997.5,1971.5,1669.7,1023.8,2125.5,1481.2,1648.7,CG18316,"Drosophila melanogaster CG18316-RA (CG18316), mRNA.",24586501
ILMN_144406,3481,64.4,60,67,57.6,58.8,54.4,59.6,50.6,58.3,55.5,51,57.6,61.4,57.9,55.8,72.8,CG10493,"Drosophila melanogaster CG10493-RA (CG10493), mRNA.",24585116
ILMN_156039,3482,64.3,62.9,56.7,54.1,60,48.5,50.9,47.1,59.8,70.3,51.7,54.6,48.8,54,46.7,73.4,CG13597,"Drosophila melanogaster CG13597-RA (CG13597), mRNA.",24649432
ILMN_151204,3484,64.2,67.7,67,56.3,60.9,51,53.1,43.9,56.9,73.9,53.8,51.2,57.9,52.7,52.7,68.7,CG12169,"Drosophila melanogaster CG12169-RA (CG12169), mRNA.",24654783
ILMN_151417,3487,168.6,248.4,128.2,238.5,213.1,134.1,222.5,130.9,239.6,152.9,181.3,168.9,133.7,241.1,162.5,170.7,argos,"Drosophila melanogaster argos CG4531-RA (argos), mRNA.",24665334
ILMN_142651,3489,253.3,252.2,208.4,241.2,205.8,193.1,206.9,219.3,265.8,246.3,221.8,180.5,174.4,181.8,182.6,289.4,HLHm7,"Drosophila melanogaster E(spl) region transcript m7 CG8361-RA (HLHm7), mRNA.",24650233
ILMN_144785,3493,55.1,59.4,125,192.1,54.2,50.9,216.2,141.2,65.1,65.1,191,150.4,46.9,52.7,180.8,142.3,Gap1,"Drosophila melanogaster GTPase-activating protein 1 CG6721-RA, transcript variant A (Gap1), mRNA.",24661988
ILMN_158674,3495,60.1,63.1,65.2,55.4,60.8,55.5,53.9,47.3,62.6,58.5,51.9,55.3,50,50.3,55.5,73.4,CG18672,"Drosophila melanogaster CG18672-RA (CG18672), mRNA.",24651618
ILMN_145304,3497,941.9,1617.3,1605.6,2846.3,1436.4,1482.7,2635,2411.5,1096.3,1392.9,2680.8,2261.7,1452.1,2011.9,2100.5,2485.2,mirr,"Drosophila melanogaster mirror CG10601-RB, transcript variant B (mirr), mRNA.",24663395
ILMN_147505,3498,4476.3,4534.7,3432,5577.1,6446.8,5000.2,5580.2,4252.7,6456.5,4289,5403,4431,4748.6,5448.8,4700.8,4538.7,Nup358,"Drosophila melanogaster Nup358 CG11856-RA (Nup358), mRNA.",24649979
ILMN_159384,3500,718.4,903.7,479.9,1096.7,977.1,441.2,958.1,647.2,1310.4,513.6,709.8,725,603.9,954.1,755.8,865.8,CG32796,"Drosophila melanogaster CG32796-RA, transcript variant A (CG32796), mRNA.",24639348
ILMN_143538,3501,62.7,64.6,63.3,61.7,58.2,52.6,57,49.9,60.4,66.9,52.5,52.9,51.4,55.3,54.1,76.9,CG10459,"Drosophila melanogaster CG10459-RA (CG10459), mRNA.",45550396
ILMN_152900,3503,164.2,199.8,124.4,166.1,210,128.5,158.6,122.1,232.1,147.7,126.5,129.8,151.4,184.2,143,160.1,a,"Drosophila melanogaster arc CG6741-RC, transcript variant C (a), mRNA.",62471750
ILMN_154817,3510,56,54.4,53.2,55,52.6,46.9,48.5,46.2,51.5,59.6,45.5,53.7,49,44,53.2,71.3,rho,"Drosophila melanogaster rhomboid CG1004-RA (rho), mRNA.",24655196
ILMN_146004,3511,3990,6742.3,4876.9,7796.8,5990,5447.8,7175.9,6002.6,5405.2,5041.7,7304.5,6608.2,4738.8,8308.8,5945.8,6768.2,CkIalpha,"Drosophila melanogaster Casein kinase I CG2028-RC, transcript variant C (CkIalpha), mRNA.",24641590
ILMN_157195,3515,4934,6118.5,3523.3,7418.9,6808.8,4963.1,5950.4,4700.4,7448.6,4068.7,6003.3,5156.5,4780.3,7852,5177,5692.3,fng,"Drosophila melanogaster fringe CG10580-RA (fng), mRNA.",24667774
ILMN_158665,3517,973.8,1418.7,783.7,1828.3,1412.2,724,1452.4,1152,1662,666.2,1341.1,1176.9,797.5,1761.4,1096.9,1501.3,auxillin,"Drosophila melanogaster auxillin CG1107-RB, transcript variant B (auxillin), mRNA.",24643847
ILMN_143148,3518,437.2,420.5,531,859.4,644,593.5,793.6,725.3,470.9,523.1,892.3,628,457.3,504.6,645.2,800.6,CG4022,"Drosophila melanogaster CG4022-RA (CG4022), mRNA.",24661571
ILMN_139501,3520,618.4,884.6,159,393.3,867.6,549.8,359.4,169.8,1029.5,464.8,241.6,269.8,501.4,1045.2,259.2,242,rpk,"Drosophila melanogaster ripped pocket CG1058-RA (rpk), mRNA.",24644048
ILMN_158961,3523,61.5,76.5,61.8,69.6,63.4,53.3,69.1,57.9,67.3,69.3,55.8,58.9,58.8,59.9,65.9,80.5,CG15489,"Drosophila melanogaster CG15489-RA (CG15489), mRNA.",24583928
ILMN_154289,3526,709.6,577.2,473.4,1103.2,911.5,358.1,896.1,722.8,1250,392.6,676.1,803.7,577.4,723.1,748.2,735.6,ced-6,"Drosophila melanogaster ced-6 CG11804-RB, transcript variant B (ced-6), mRNA.",24652091
ILMN_155310,3533,71.3,60.6,77,84.3,64.9,52.9,136.2,91.7,76.7,62.8,154.1,90.9,63.3,49.6,88.4,66.3,Sara,"Drosophila melanogaster Smad anchor for receptor activation CG15667-RA, transcript variant A (Sara), mRNA.",24657024
ILMN_154488,3534,262.2,390.7,264.1,595.8,394.1,229.2,482.1,318.5,496.7,177.9,454.1,413.1,240.6,578.4,319.7,453.3,sl,"Drosophila melanogaster small wing CG4200-RA (sl), mRNA.",19550100
ILMN_156536,3536,1206.6,1143.5,1014.8,1917.1,1510.4,1188.8,1619.8,1320.1,1630.9,1123.9,1491.8,1311,1018.3,1374.2,1400.2,1608.6,Taf1,"Drosophila melanogaster TBP-associated factor 1 CG17603-RB, transcript variant B (Taf1), mRNA.",45553264
ILMN_158671,3539,1430.9,1748.6,1097.7,1995.4,1944.4,1669.9,1888.8,1415.3,2275.5,1441.7,1871.9,1537.8,1339.4,2123,1622.5,1542.7,CHORD,"Drosophila melanogaster CHORD CG6198-RA (CHORD), mRNA.",28571860
ILMN_151727,3541,240.9,233.5,206.8,236.2,296.9,240.7,204.4,232.1,296.6,252.9,275.3,191,224,228.6,178.7,268.7,nab,"Drosophila melanogaster nab CG33545-PA (nab) mRNA, complete cds.",62471863
ILMN_143765,3561,55.1,54.2,60.7,50.4,55.8,50.8,50.2,44.9,54,52,48.1,56.5,46.7,49.1,52.9,62,CG15236,"Drosophila melanogaster CG15236-RA, transcript variant A (CG15236), mRNA.",24586091
ILMN_156298,3562,4150.4,5474.9,3650.4,6575.1,6105.8,3996,5773.7,4674,6180.7,3514.2,5243.5,4787.6,4350.8,5807.6,5199.7,4706.3,tok,"Drosophila melanogaster tolkin CG6863-RB, transcript variant B (tok), mRNA.",24649764
ILMN_153775,3569,136.9,121.2,108.7,153.4,126.3,91.7,128.1,159.7,181,110.2,131,125.5,96.3,128.1,109.9,217,NetA,"Drosophila melanogaster Netrin-A CG18657-RA (NetA), mRNA.",45549128
ILMN_150164,3574,111.6,132.2,92.5,118.9,134.3,84.7,111.9,77.8,127.9,116.9,92.7,96,103.8,122.9,95.7,110.4,CAH1,"Drosophila melanogaster Carbonic anhydrase 1 CG7820-RA (CAH1), mRNA.",24584190
ILMN_155640,3582,497.2,787.4,395.6,767.4,977.5,523.3,828.5,490.6,1054.2,468.5,857.7,530.9,456.1,1157.1,518.3,470.6,sub,"Drosophila melanogaster subito CG12298-RA (sub), mRNA.",24654581
ILMN_150474,3588,299,325.9,229.2,461.4,421.5,306.3,346.9,359.2,450.7,281.7,356.5,313.8,281.1,386.3,309.6,430.5,dor,"Drosophila melanogaster deep orange CG3093-RA (dor), mRNA.",24639140
ILMN_156610,3606,61.9,65.7,59.7,63.2,61.1,52.9,60.4,52,59.4,66.3,51.2,58.9,56.6,55.2,52.7,65.5,Tace,"Drosophila melanogaster Tace CG7908-RA, transcript variant A (Tace), mRNA.",24651242
ILMN_151021,3619,911.4,815.3,650.9,910,1131.6,983.1,1104.8,886.7,1301.7,685.1,1144.5,886.4,975.9,1090.8,953.1,794.2,sgl,"Drosophila melanogaster sugarless CG10072-RA (sgl), mRNA.",24659647
ILMN_147203,3624,772.4,770.5,658.8,1103.3,1020.3,777.9,925.6,796.1,928.8,818.3,800.9,800.7,797.4,772,811.9,894.5,LBR,"Drosophila melanogaster Lamin B receptor CG17952-RB, transcript variant B (LBR), mRNA.",24657314
ILMN_148397,3625,102.5,106.8,71.5,77.1,99.7,82.9,68.8,64.9,109.4,102.5,68.1,65.5,80.8,79.8,69.9,87.1,spdo,"Drosophila melanogaster CG31020-PA (spdo) mRNA, complete cds.",24651408
ILMN_159418,3630,60.9,72,187.1,166.4,67,61.1,372.9,215.6,66.6,75.4,474.4,209.5,66.4,61.9,200.1,118.6,vn,"Drosophila melanogaster vein CG10491-RA, transcript variant A (vn), mRNA.",24658753
